country,year,pegged,member_of_currency_union
FRA,1999,FALSE,TRUE
FRA,2000,FALSE,TRUE
FRA,2001,FALSE,TRUE
FRA,2002,FALSE,TRUE
FRA,2003,FALSE,TRUE
FRA,2004,FALSE,TRUE
FRA,2005,FALSE,TRUE
FRA,2006,FALSE,TRUE
FRA,2007,FALSE,TRUE
FRA,2008,FALSE,TRUE
FRA,2009,FALSE,TRUE
FRA,2010,FALSE,TRUE
FRA,2011,FALSE,TRUE
FRA,2012,FALSE,TRUE
FRA,2013,FALSE,TRUE
FRA,2014,FALSE,TRUE
FRA,2015,FALSE,TRUE
FRA,2016,FALSE,TRUE
FRA,2017,FALSE,TRUE
FRA,2018,FALSE,TRUE
FRA,2019,FALSE,TRUE
FRA,2020,FALSE,TRUE
FRA,2021,FALSE,TRUE
FRA,2022,FALSE,TRUE
FRA,2023,FALSE,TRUE
FRO,1997,FALSE,FALSE
FRO,1998,FALSE,FALSE
FRO,1999,FALSE,FALSE
FRO,2000,FALSE,FALSE
FRO,2001,FALSE,FALSE
FRO,2002,FALSE,FALSE
FRO,2003,FALSE,FALSE
FRO,2004,FALSE,FALSE
FRO,2005,FALSE,FALSE
FRO,2006,FALSE,FALSE
FRO,2007,FALSE,FALSE
FRO,2008,FALSE,FALSE
FRO,2009,FALSE,FALSE
FRO,2010,FALSE,FALSE
FRO,2011,FALSE,FALSE
FRO,2012,FALSE,FALSE
FRO,2013,FALSE,FALSE
FRO,2014,FALSE,FALSE
FRO,2015,FALSE,FALSE
FRO,2016,FALSE,FALSE
FRO,2017,FALSE,FALSE
FRO,2018,FALSE,FALSE
FRO,2019,FALSE,FALSE
FRO,2020,FALSE,FALSE
FRO,2021,FALSE,FALSE
FRO,2022,FALSE,FALSE
FRO,2023,FALSE,FALSE
FSM,1997,TRUE,FALSE
FSM,1998,TRUE,FALSE
FSM,1999,TRUE,FALSE
FSM,2000,TRUE,FALSE
FSM,2001,TRUE,FALSE
FSM,2002,TRUE,FALSE
FSM,2003,TRUE,FALSE
FSM,2004,TRUE,FALSE
FSM,2005,TRUE,FALSE
FSM,2006,TRUE,FALSE
FSM,2007,TRUE,FALSE
FSM,2008,TRUE,FALSE
FSM,2009,TRUE,FALSE
FSM,2010,TRUE,FALSE
FSM,2011,TRUE,FALSE
FSM,2012,TRUE,FALSE
FSM,2013,TRUE,FALSE
FSM,2014,TRUE,FALSE
FSM,2015,TRUE,FALSE
FSM,2016,TRUE,FALSE
FSM,2017,TRUE,FALSE
FSM,2018,TRUE,FALSE
FSM,2019,TRUE,FALSE
FSM,2020,TRUE,FALSE
FSM,2021,TRUE,FALSE
FSM,2022,TRUE,FALSE
FSM,2023,TRUE,FALSE
GAB,1997,TRUE,TRUE
GAB,1998,TRUE,TRUE
GAB,1999,TRUE,TRUE
GAB,2000,TRUE,TRUE
GAB,2001,TRUE,TRUE
GAB,2002,TRUE,TRUE
GAB,2003,TRUE,TRUE
GAB,2004,TRUE,TRUE
GAB,2005,TRUE,TRUE
GAB,2006,TRUE,TRUE
GAB,2007,TRUE,TRUE
GAB,2008,TRUE,TRUE
GAB,2009,TRUE,TRUE
GAB,2010,TRUE,TRUE
GAB,2011,TRUE,TRUE
GAB,2012,TRUE,TRUE
GAB,2013,TRUE,TRUE
GAB,2014,TRUE,TRUE
GAB,2015,TRUE,TRUE
GAB,2016,TRUE,TRUE
GAB,2017,TRUE,TRUE
GAB,2018,TRUE,TRUE
GAB,2019,TRUE,TRUE
GAB,2020,TRUE,TRUE
GAB,2021,TRUE,TRUE
GAB,2022,TRUE,TRUE
GAB,2023,TRUE,TRUE
GBR,1997,FALSE,FALSE
GBR,1998,FALSE,FALSE
GBR,1999,FALSE,FALSE
GBR,2000,FALSE,FALSE
GBR,2001,FALSE,FALSE
GBR,2002,FALSE,FALSE
GBR,2003,FALSE,FALSE
GBR,2004,FALSE,FALSE
GBR,2005,FALSE,FALSE
GBR,2006,FALSE,FALSE
GBR,2007,FALSE,FALSE
GBR,2008,FALSE,FALSE
GBR,2009,FALSE,FALSE
GBR,2010,FALSE,FALSE
GBR,2011,FALSE,FALSE
GBR,2012,FALSE,FALSE
GBR,2013,FALSE,FALSE
GBR,2014,FALSE,FALSE
GBR,2015,FALSE,FALSE
GBR,2016,FALSE,FALSE
GBR,2017,FALSE,FALSE
GBR,2018,FALSE,FALSE
GBR,2019,FALSE,FALSE
GBR,2020,FALSE,FALSE
GBR,2021,FALSE,FALSE
GBR,2022,FALSE,FALSE
GBR,2023,FALSE,FALSE
GEO,1997,FALSE,FALSE
GEO,1998,FALSE,FALSE
GEO,1999,FALSE,FALSE
GEO,2000,FALSE,FALSE
GEO,2001,FALSE,FALSE
GEO,2002,FALSE,FALSE
GEO,2003,FALSE,FALSE
GEO,2004,FALSE,FALSE
GEO,2005,FALSE,FALSE
GEO,2006,FALSE,FALSE
GEO,2007,FALSE,FALSE
GEO,2008,FALSE,FALSE
GEO,2009,FALSE,FALSE
GEO,2010,FALSE,FALSE
GEO,2011,FALSE,FALSE
GEO,2012,FALSE,FALSE
GEO,2013,FALSE,FALSE
GEO,2014,FALSE,FALSE
GEO,2015,FALSE,FALSE
GEO,2016,FALSE,FALSE
GEO,2017,FALSE,FALSE
GEO,2018,FALSE,FALSE
GEO,2019,FALSE,FALSE
GEO,2020,FALSE,FALSE
GEO,2021,FALSE,FALSE
GEO,2022,FALSE,FALSE
GEO,2023,FALSE,FALSE
GHA,1997,FALSE,FALSE
GHA,1998,FALSE,FALSE
GHA,1999,FALSE,FALSE
GHA,2000,FALSE,FALSE
GHA,2001,FALSE,FALSE
GHA,2002,FALSE,FALSE
GHA,2003,FALSE,FALSE
GHA,2004,FALSE,FALSE
GHA,2005,FALSE,FALSE
GHA,2006,FALSE,FALSE
GHA,2007,FALSE,FALSE
GHA,2008,FALSE,FALSE
GHA,2009,FALSE,FALSE
GHA,2010,FALSE,FALSE
GHA,2011,FALSE,FALSE
GHA,2012,FALSE,FALSE
GHA,2013,FALSE,FALSE
GHA,2014,FALSE,FALSE
GHA,2015,FALSE,FALSE
GHA,2016,FALSE,FALSE
GHA,2017,FALSE,FALSE
GHA,2018,FALSE,FALSE
GHA,2019,FALSE,FALSE
GHA,2020,FALSE,FALSE
GHA,2021,FALSE,FALSE
GHA,2022,FALSE,FALSE
GHA,2023,FALSE,FALSE
GIB,1997,FALSE,FALSE
GIB,1998,FALSE,FALSE
GIB,1999,FALSE,FALSE
GIB,2000,FALSE,FALSE
GIB,2001,FALSE,FALSE
GIB,2002,FALSE,FALSE
GIB,2003,FALSE,FALSE
GIB,2004,FALSE,FALSE
GIB,2005,FALSE,FALSE
GIB,2006,FALSE,FALSE
GIB,2007,FALSE,FALSE
GIB,2008,FALSE,FALSE
GIB,2009,FALSE,FALSE
GIB,2010,FALSE,FALSE
GIB,2011,FALSE,FALSE
GIB,2012,FALSE,FALSE
GIB,2013,FALSE,FALSE
GIB,2014,FALSE,FALSE
GIB,2015,FALSE,FALSE
GIB,2016,FALSE,FALSE
GIB,2017,FALSE,FALSE
GIB,2018,FALSE,FALSE
GIB,2019,FALSE,FALSE
GIB,2020,FALSE,FALSE
GIB,2021,FALSE,FALSE
GIB,2022,FALSE,FALSE
GIB,2023,FALSE,FALSE
GIN,1997,FALSE,FALSE
GIN,1998,FALSE,FALSE
GIN,1999,FALSE,FALSE
GIN,2000,FALSE,FALSE
GIN,2001,FALSE,FALSE
GIN,2002,TRUE,FALSE
GIN,2003,TRUE,FALSE
GIN,2004,FALSE,FALSE
GIN,2005,FALSE,FALSE
GIN,2006,FALSE,FALSE
GIN,2007,FALSE,FALSE
GIN,2008,FALSE,FALSE
GIN,2009,FALSE,FALSE
GIN,2010,FALSE,FALSE
GIN,2011,FALSE,FALSE
GIN,2012,FALSE,FALSE
GIN,2013,FALSE,FALSE
GIN,2014,FALSE,FALSE
GIN,2015,FALSE,FALSE
GIN,2016,FALSE,FALSE
GIN,2017,FALSE,FALSE
GIN,2018,FALSE,FALSE
GIN,2019,FALSE,FALSE
GIN,2020,FALSE,FALSE
GIN,2021,FALSE,FALSE
GIN,2022,FALSE,FALSE
GIN,2023,FALSE,FALSE
GMB,1997,FALSE,FALSE
GMB,1998,FALSE,FALSE
GMB,1999,FALSE,FALSE
GMB,2000,FALSE,FALSE
GMB,2001,FALSE,FALSE
GMB,2002,FALSE,FALSE
GMB,2003,FALSE,FALSE
GMB,2004,FALSE,FALSE
GMB,2005,FALSE,FALSE
GMB,2006,FALSE,FALSE
GMB,2007,FALSE,FALSE
GMB,2008,FALSE,FALSE
GMB,2009,FALSE,FALSE
GMB,2010,FALSE,FALSE
GMB,2011,FALSE,FALSE
GMB,2012,FALSE,FALSE
GMB,2013,FALSE,FALSE
GMB,2014,FALSE,FALSE
GMB,2015,FALSE,FALSE
GMB,2016,FALSE,FALSE
GMB,2017,FALSE,FALSE
GMB,2018,FALSE,FALSE
GMB,2019,FALSE,FALSE
GMB,2020,FALSE,FALSE
GMB,2021,FALSE,FALSE
GMB,2022,FALSE,FALSE
GMB,2023,FALSE,FALSE
GNB,1997,TRUE,TRUE
GNB,1998,TRUE,TRUE
GNB,1999,TRUE,TRUE
GNB,2000,TRUE,TRUE
GNB,2001,TRUE,TRUE
GNB,2002,TRUE,TRUE
GNB,2003,TRUE,TRUE
GNB,2004,TRUE,TRUE
GNB,2005,TRUE,TRUE
GNB,2006,TRUE,TRUE
GNB,2007,TRUE,TRUE
GNB,2008,TRUE,TRUE
GNB,2009,TRUE,TRUE
GNB,2010,TRUE,TRUE
GNB,2011,TRUE,TRUE
GNB,2012,TRUE,TRUE
GNB,2013,TRUE,TRUE
GNB,2014,TRUE,TRUE
GNB,2015,TRUE,TRUE
GNB,2016,TRUE,TRUE
GNB,2017,TRUE,TRUE
GNB,2018,TRUE,TRUE
GNB,2019,TRUE,TRUE
GNB,2020,TRUE,TRUE
GNB,2021,TRUE,TRUE
GNB,2022,TRUE,TRUE
GNB,2023,TRUE,TRUE
GNQ,1997,TRUE,TRUE
GNQ,1998,TRUE,TRUE
GNQ,1999,TRUE,TRUE
GNQ,2000,TRUE,TRUE
GNQ,2001,TRUE,TRUE
GNQ,2002,TRUE,TRUE
GNQ,2003,TRUE,TRUE
GNQ,2004,TRUE,TRUE
GNQ,2005,TRUE,TRUE
GNQ,2006,TRUE,TRUE
GNQ,2007,TRUE,TRUE
GNQ,2008,TRUE,TRUE
GNQ,2009,TRUE,TRUE
GNQ,2010,TRUE,TRUE
GNQ,2011,TRUE,TRUE
GNQ,2012,TRUE,TRUE
GNQ,2013,TRUE,TRUE
GNQ,2014,TRUE,TRUE
GNQ,2015,TRUE,TRUE
GNQ,2016,TRUE,TRUE
GNQ,2017,TRUE,TRUE
GNQ,2018,TRUE,TRUE
GNQ,2019,TRUE,TRUE
GNQ,2020,TRUE,TRUE
GNQ,2021,TRUE,TRUE
GNQ,2022,TRUE,TRUE
GNQ,2023,TRUE,TRUE
GRC,1997,FALSE,FALSE
GRC,1998,FALSE,FALSE
GRC,1999,FALSE,FALSE
GRC,2000,FALSE,FALSE
GRC,2001,FALSE,TRUE
GRC,2002,FALSE,TRUE
GRC,2003,FALSE,TRUE
GRC,2004,FALSE,TRUE
GRC,2005,FALSE,TRUE
GRC,2006,FALSE,TRUE
GRC,2007,FALSE,TRUE
GRC,2008,FALSE,TRUE
GRC,2009,FALSE,TRUE
GRC,2010,FALSE,TRUE
GRC,2011,FALSE,TRUE
GRC,2012,FALSE,TRUE
GRC,2013,FALSE,TRUE
GRC,2014,FALSE,TRUE
GRC,2015,FALSE,TRUE
GRC,2016,FALSE,TRUE
GRC,2017,FALSE,TRUE
GRC,2018,FALSE,TRUE
GRC,2019,FALSE,TRUE
GRC,2020,FALSE,TRUE
GRC,2021,FALSE,TRUE
GRC,2022,FALSE,TRUE
GRC,2023,FALSE,TRUE
GRD,1997,TRUE,TRUE
GRD,1998,TRUE,TRUE
GRD,1999,TRUE,TRUE
GRD,2000,TRUE,TRUE
GRD,2001,TRUE,TRUE
GRD,2002,TRUE,TRUE
GRD,2003,TRUE,TRUE
GRD,2004,TRUE,TRUE
GRD,2005,TRUE,TRUE
GRD,2006,TRUE,TRUE
GRD,2007,TRUE,TRUE
GRD,2008,TRUE,TRUE
GRD,2009,TRUE,TRUE
GRD,2010,TRUE,TRUE
GRD,2011,TRUE,TRUE
GRD,2012,TRUE,TRUE
GRD,2013,TRUE,TRUE
GRD,2014,TRUE,TRUE
GRD,2015,TRUE,TRUE
GRD,2016,TRUE,TRUE
GRD,2017,TRUE,TRUE
GRD,2018,TRUE,TRUE
GRD,2019,TRUE,TRUE
GRD,2020,TRUE,TRUE
GRD,2021,TRUE,TRUE
GRD,2022,TRUE,TRUE
GRD,2023,TRUE,TRUE
GRL,1997,FALSE,FALSE
GRL,1998,FALSE,FALSE
GRL,1999,FALSE,FALSE
GRL,2000,FALSE,FALSE
GRL,2001,FALSE,FALSE
GRL,2002,FALSE,FALSE
GRL,2003,FALSE,FALSE
GRL,2004,FALSE,FALSE
GRL,2005,FALSE,FALSE
GRL,2006,FALSE,FALSE
GRL,2007,FALSE,FALSE
GRL,2008,FALSE,FALSE
GRL,2009,FALSE,FALSE
GRL,2010,FALSE,FALSE
GRL,2011,FALSE,FALSE
GRL,2012,FALSE,FALSE
GRL,2013,FALSE,FALSE
GRL,2014,FALSE,FALSE
GRL,2015,FALSE,FALSE
GRL,2016,FALSE,FALSE
GRL,2017,FALSE,FALSE
GRL,2018,FALSE,FALSE
GRL,2019,FALSE,FALSE
GRL,2020,FALSE,FALSE
GRL,2021,FALSE,FALSE
GRL,2022,FALSE,FALSE
GRL,2023,FALSE,FALSE
GTM,1997,FALSE,FALSE
GTM,1998,FALSE,FALSE
GTM,1999,FALSE,FALSE
GTM,2000,FALSE,FALSE
GTM,2001,FALSE,FALSE
GTM,2002,FALSE,FALSE
GTM,2003,FALSE,FALSE
GTM,2004,FALSE,FALSE
GTM,2005,FALSE,FALSE
GTM,2006,FALSE,FALSE
GTM,2007,FALSE,FALSE
GTM,2008,FALSE,FALSE
GTM,2009,FALSE,FALSE
GTM,2010,FALSE,FALSE
GTM,2011,FALSE,FALSE
GTM,2012,FALSE,FALSE
GTM,2013,FALSE,FALSE
GTM,2014,FALSE,FALSE
GTM,2015,FALSE,FALSE
GTM,2016,FALSE,FALSE
GTM,2017,FALSE,FALSE
GTM,2018,FALSE,FALSE
GTM,2019,FALSE,FALSE
GTM,2020,FALSE,FALSE
GTM,2021,FALSE,FALSE
GTM,2022,FALSE,FALSE
GTM,2023,FALSE,FALSE
GUM,1997,FALSE,FALSE
GUM,1998,FALSE,FALSE
GUM,1999,FALSE,FALSE
GUM,2000,FALSE,FALSE
GUM,2001,FALSE,FALSE
GUM,2002,FALSE,FALSE
GUM,2003,FALSE,FALSE
GUM,2004,FALSE,FALSE
GUM,2005,FALSE,FALSE
GUM,2006,FALSE,FALSE
GUM,2007,FALSE,FALSE
GUM,2008,FALSE,FALSE
GUM,2009,FALSE,FALSE
GUM,2010,FALSE,FALSE
GUM,2011,FALSE,FALSE
GUM,2012,FALSE,FALSE
GUM,2013,FALSE,FALSE
GUM,2014,FALSE,FALSE
GUM,2015,FALSE,FALSE
GUM,2016,FALSE,FALSE
GUM,2017,FALSE,FALSE
GUM,2018,FALSE,FALSE
GUM,2019,FALSE,FALSE
GUM,2020,FALSE,FALSE
GUM,2021,FALSE,FALSE
GUM,2022,FALSE,FALSE
GUM,2023,FALSE,FALSE
GUY,1997,FALSE,FALSE
GUY,1998,FALSE,FALSE
GUY,1999,FALSE,FALSE
GUY,2000,FALSE,FALSE
GUY,2001,FALSE,FALSE
GUY,2002,FALSE,FALSE
GUY,2003,FALSE,FALSE
GUY,2004,FALSE,FALSE
GUY,2005,TRUE,FALSE
GUY,2006,TRUE,FALSE
GUY,2007,TRUE,FALSE
GUY,2008,FALSE,FALSE
GUY,2009,FALSE,FALSE
GUY,2010,FALSE,FALSE
GUY,2011,FALSE,FALSE
GUY,2012,FALSE,FALSE
GUY,2013,FALSE,FALSE
GUY,2014,FALSE,FALSE
GUY,2015,FALSE,FALSE
GUY,2016,FALSE,FALSE
GUY,2017,FALSE,FALSE
GUY,2018,FALSE,FALSE
GUY,2019,FALSE,FALSE
GUY,2020,FALSE,FALSE
GUY,2021,FALSE,FALSE
GUY,2022,FALSE,FALSE
GUY,2023,FALSE,FALSE
HKG,1997,TRUE,FALSE
HKG,1998,TRUE,FALSE
HKG,1999,TRUE,FALSE
HKG,2000,TRUE,FALSE
HKG,2001,TRUE,FALSE
HKG,2002,TRUE,FALSE
HKG,2003,TRUE,FALSE
HKG,2004,TRUE,FALSE
HKG,2005,TRUE,FALSE
HKG,2006,TRUE,FALSE
HKG,2007,TRUE,FALSE
HKG,2008,TRUE,FALSE
HKG,2009,TRUE,FALSE
HKG,2010,TRUE,FALSE
HKG,2011,TRUE,FALSE
HKG,2012,TRUE,FALSE
HKG,2013,TRUE,FALSE
HKG,2014,TRUE,FALSE
HKG,2015,TRUE,FALSE
HKG,2016,TRUE,FALSE
HKG,2017,TRUE,FALSE
HKG,2018,TRUE,FALSE
HKG,2019,TRUE,FALSE
HKG,2020,TRUE,FALSE
HKG,2021,TRUE,FALSE
HKG,2022,TRUE,FALSE
HKG,2023,TRUE,FALSE
HND,1997,FALSE,FALSE
HND,1998,FALSE,FALSE
HND,1999,FALSE,FALSE
HND,2000,FALSE,FALSE
HND,2001,FALSE,FALSE
HND,2002,FALSE,FALSE
HND,2003,FALSE,FALSE
HND,2004,FALSE,FALSE
HND,2005,TRUE,FALSE
HND,2006,TRUE,FALSE
HND,2007,TRUE,FALSE
HND,2008,FALSE,FALSE
HND,2009,FALSE,FALSE
HND,2010,FALSE,FALSE
HND,2011,FALSE,FALSE
HND,2012,FALSE,FALSE
HND,2013,FALSE,FALSE
HND,2014,FALSE,FALSE
HND,2015,FALSE,FALSE
HND,2016,FALSE,FALSE
HND,2017,FALSE,FALSE
HND,2018,FALSE,FALSE
HND,2019,FALSE,FALSE
HND,2020,FALSE,FALSE
HND,2021,FALSE,FALSE
HND,2022,FALSE,FALSE
HND,2023,FALSE,FALSE
HRV,1997,FALSE,FALSE
HRV,1998,FALSE,FALSE
HRV,1999,FALSE,FALSE
HRV,2000,FALSE,FALSE
HRV,2001,FALSE,FALSE
HRV,2002,FALSE,FALSE
HRV,2003,FALSE,FALSE
HRV,2004,FALSE,FALSE
HRV,2005,FALSE,FALSE
HRV,2006,FALSE,FALSE
HRV,2007,FALSE,FALSE
HRV,2008,FALSE,FALSE
HRV,2009,FALSE,FALSE
HRV,2010,FALSE,FALSE
HRV,2011,FALSE,FALSE
HRV,2012,FALSE,FALSE
HRV,2013,FALSE,FALSE
HRV,2014,FALSE,FALSE
HRV,2015,FALSE,FALSE
HRV,2016,FALSE,FALSE
HRV,2017,FALSE,FALSE
HRV,2018,FALSE,FALSE
HRV,2019,FALSE,FALSE
HRV,2020,FALSE,FALSE
HRV,2021,FALSE,FALSE
HRV,2022,FALSE,FALSE
HRV,2023,FALSE,TRUE
HTI,1997,FALSE,FALSE
HTI,1998,FALSE,FALSE
HTI,1999,FALSE,FALSE
HTI,2000,FALSE,FALSE
HTI,2001,FALSE,FALSE
HTI,2002,FALSE,FALSE
HTI,2003,FALSE,FALSE
HTI,2004,FALSE,FALSE
HTI,2005,FALSE,FALSE
HTI,2006,FALSE,FALSE
HTI,2007,FALSE,FALSE
HTI,2008,FALSE,FALSE
HTI,2009,FALSE,FALSE
HTI,2010,FALSE,FALSE
HTI,2011,FALSE,FALSE
HTI,2012,FALSE,FALSE
HTI,2013,FALSE,FALSE
HTI,2014,FALSE,FALSE
HTI,2015,FALSE,FALSE
HTI,2016,FALSE,FALSE
HTI,2017,FALSE,FALSE
HTI,2018,FALSE,FALSE
HTI,2019,FALSE,FALSE
HTI,2020,FALSE,FALSE
HTI,2021,FALSE,FALSE
HTI,2022,FALSE,FALSE
HTI,2023,FALSE,FALSE
HUN,1997,FALSE,FALSE
HUN,1998,FALSE,FALSE
HUN,1999,FALSE,FALSE
HUN,2000,FALSE,FALSE
HUN,2001,FALSE,FALSE
HUN,2002,FALSE,FALSE
HUN,2003,FALSE,FALSE
HUN,2004,FALSE,FALSE
HUN,2005,FALSE,FALSE
HUN,2006,FALSE,FALSE
HUN,2007,FALSE,FALSE
HUN,2008,FALSE,FALSE
HUN,2009,FALSE,FALSE
HUN,2010,FALSE,FALSE
HUN,2011,FALSE,FALSE
HUN,2012,FALSE,FALSE
HUN,2013,FALSE,FALSE
HUN,2014,FALSE,FALSE
HUN,2015,FALSE,FALSE
HUN,2016,FALSE,FALSE
HUN,2017,FALSE,FALSE
HUN,2018,FALSE,FALSE
HUN,2019,FALSE,FALSE
HUN,2020,FALSE,FALSE
HUN,2021,FALSE,FALSE
HUN,2022,FALSE,FALSE
HUN,2023,FALSE,FALSE
IDN,1997,FALSE,FALSE
IDN,1998,FALSE,FALSE
IDN,1999,FALSE,FALSE
IDN,2000,FALSE,FALSE
IDN,2001,FALSE,FALSE
IDN,2002,FALSE,FALSE
IDN,2003,FALSE,FALSE
IDN,2004,FALSE,FALSE
IDN,2005,FALSE,FALSE
IDN,2006,FALSE,FALSE
IDN,2007,FALSE,FALSE
IDN,2008,FALSE,FALSE
IDN,2009,FALSE,FALSE
IDN,2010,FALSE,FALSE
IDN,2011,FALSE,FALSE
IDN,2012,FALSE,FALSE
IDN,2013,FALSE,FALSE
IDN,2014,FALSE,FALSE
IDN,2015,FALSE,FALSE
IDN,2016,FALSE,FALSE
IDN,2017,FALSE,FALSE
IDN,2018,FALSE,FALSE
IDN,2019,FALSE,FALSE
IDN,2020,FALSE,FALSE
IDN,2021,FALSE,FALSE
IDN,2022,FALSE,FALSE
IDN,2023,FALSE,FALSE
IND,1997,FALSE,FALSE
IND,1998,FALSE,FALSE
IND,1999,FALSE,FALSE
IND,2000,FALSE,FALSE
IND,2001,FALSE,FALSE
IND,2002,FALSE,FALSE
IND,2003,FALSE,FALSE
IND,2004,FALSE,FALSE
IND,2005,FALSE,FALSE
IND,2006,FALSE,FALSE
IND,2007,FALSE,FALSE
IND,2008,FALSE,FALSE
IND,2009,FALSE,FALSE
IND,2010,FALSE,FALSE
IND,2011,FALSE,FALSE
IND,2012,FALSE,FALSE
IND,2013,FALSE,FALSE
IND,2014,FALSE,FALSE
IND,2015,FALSE,FALSE
IND,2016,FALSE,FALSE
IND,2017,FALSE,FALSE
IND,2018,FALSE,FALSE
IND,2019,FALSE,FALSE
IND,2020,FALSE,FALSE
IND,2021,FALSE,FALSE
IND,2022,FALSE,FALSE
IND,2023,FALSE,FALSE
IRL,1997,FALSE,FALSE
IRL,1998,FALSE,TRUE
IRL,1999,FALSE,TRUE
IRL,2000,FALSE,TRUE
IRL,2001,FALSE,TRUE
IRL,2002,FALSE,TRUE
IRL,2003,FALSE,TRUE
IRL,2004,FALSE,TRUE
IRL,2005,FALSE,TRUE
IRL,2006,FALSE,TRUE
IRL,2007,FALSE,TRUE
IRL,2008,FALSE,TRUE
IRL,2009,FALSE,TRUE
IRL,2010,FALSE,TRUE
IRL,2011,FALSE,TRUE
IRL,2012,FALSE,TRUE
IRL,2013,FALSE,TRUE
IRL,2014,FALSE,TRUE
IRL,2015,FALSE,TRUE
IRL,2016,FALSE,TRUE
IRL,2017,FALSE,TRUE
IRL,2018,FALSE,TRUE
IRL,2019,FALSE,TRUE
IRL,2020,FALSE,TRUE
IRL,2021,FALSE,TRUE
IRL,2022,FALSE,TRUE
IRL,2023,FALSE,TRUE
IRN,1997,TRUE,FALSE
IRN,1998,TRUE,FALSE
IRN,1999,TRUE,FALSE
IRN,2000,TRUE,FALSE
IRN,2001,TRUE,FALSE
IRN,2002,FALSE,FALSE
IRN,2003,FALSE,FALSE
IRN,2004,FALSE,FALSE
IRN,2005,FALSE,FALSE
IRN,2006,FALSE,FALSE
IRN,2007,FALSE,FALSE
IRN,2008,FALSE,FALSE
IRN,2009,FALSE,FALSE
IRN,2010,FALSE,FALSE
IRN,2011,FALSE,FALSE
IRN,2012,FALSE,FALSE
IRN,2013,FALSE,FALSE
IRN,2014,FALSE,FALSE
IRN,2015,FALSE,FALSE
IRN,2016,FALSE,FALSE
IRN,2017,FALSE,FALSE
IRN,2018,FALSE,FALSE
IRN,2019,FALSE,FALSE
IRN,2020,FALSE,FALSE
IRN,2021,FALSE,FALSE
IRN,2022,FALSE,FALSE
IRN,2023,FALSE,FALSE
IRQ,1997,TRUE,FALSE
IRQ,1998,TRUE,FALSE
IRQ,1999,TRUE,FALSE
IRQ,2000,TRUE,FALSE
IRQ,2001,FALSE,FALSE
IRQ,2002,FALSE,FALSE
IRQ,2003,FALSE,FALSE
IRQ,2004,TRUE,FALSE
IRQ,2005,TRUE,FALSE
IRQ,2006,FALSE,FALSE
IRQ,2007,FALSE,FALSE
IRQ,2008,FALSE,FALSE
IRQ,2009,FALSE,FALSE
IRQ,2010,FALSE,FALSE
IRQ,2011,FALSE,FALSE
IRQ,2012,FALSE,FALSE
IRQ,2013,FALSE,FALSE
IRQ,2014,TRUE,FALSE
IRQ,2015,TRUE,FALSE
IRQ,2016,TRUE,FALSE
IRQ,2017,TRUE,FALSE
IRQ,2018,TRUE,FALSE
IRQ,2019,TRUE,FALSE
IRQ,2020,TRUE,FALSE
IRQ,2021,TRUE,FALSE
IRQ,2022,TRUE,FALSE
IRQ,2023,TRUE,FALSE
ISL,1997,FALSE,FALSE
ISL,1998,FALSE,FALSE
ISL,1999,FALSE,FALSE
ISL,2000,FALSE,FALSE
ISL,2001,FALSE,FALSE
ISL,2002,FALSE,FALSE
ISL,2003,FALSE,FALSE
ISL,2004,FALSE,FALSE
ISL,2005,FALSE,FALSE
ISL,2006,FALSE,FALSE
ISL,2007,FALSE,FALSE
ISL,2008,FALSE,FALSE
ISL,2009,FALSE,FALSE
ISL,2010,FALSE,FALSE
ISL,2011,FALSE,FALSE
ISL,2012,FALSE,FALSE
ISL,2013,FALSE,FALSE
ISL,2014,FALSE,FALSE
ISL,2015,FALSE,FALSE
ISL,2016,FALSE,FALSE
ISL,2017,FALSE,FALSE
ISL,2018,FALSE,FALSE
ISL,2019,FALSE,FALSE
ISL,2020,FALSE,FALSE
ISL,2021,FALSE,FALSE
ISL,2022,FALSE,FALSE
ISL,2023,FALSE,FALSE
ISR,1997,FALSE,FALSE
ISR,1998,FALSE,FALSE
ISR,1999,FALSE,FALSE
ISR,2000,FALSE,FALSE
ISR,2001,FALSE,FALSE
ISR,2002,FALSE,FALSE
ISR,2003,FALSE,FALSE
ISR,2004,FALSE,FALSE
ISR,2005,FALSE,FALSE
ISR,2006,FALSE,FALSE
ISR,2007,FALSE,FALSE
ISR,2008,FALSE,FALSE
ISR,2009,FALSE,FALSE
ISR,2010,FALSE,FALSE
ISR,2011,FALSE,FALSE
ISR,2012,FALSE,FALSE
ISR,2013,FALSE,FALSE
ISR,2014,FALSE,FALSE
ISR,2015,FALSE,FALSE
ISR,2016,FALSE,FALSE
ISR,2017,FALSE,FALSE
ISR,2018,FALSE,FALSE
ISR,2019,FALSE,FALSE
ISR,2020,FALSE,FALSE
ISR,2021,FALSE,FALSE
ISR,2022,FALSE,FALSE
ISR,2023,FALSE,FALSE
ITA,1997,FALSE,FALSE
ITA,1998,FALSE,TRUE
ITA,1999,FALSE,TRUE
ITA,2000,FALSE,TRUE
ITA,2001,FALSE,TRUE
ITA,2002,FALSE,TRUE
ITA,2003,FALSE,TRUE
ITA,2004,FALSE,TRUE
ITA,2005,FALSE,TRUE
ITA,2006,FALSE,TRUE
ITA,2007,FALSE,TRUE
ITA,2008,FALSE,TRUE
ITA,2009,FALSE,TRUE
ITA,2010,FALSE,TRUE
